id,name,movedHexes,targetDistance,attackerUnitID,attackerBlocks,attackerTerrainID,defenderUnitID,defenderBlocks,defenderTerrainID,isCombinedAttack,supportingUnitCountryID,supportingUnitID,supportingUnitBlocks,supportingUnitTerrainID,supportingUnitInSquare,supportingUnitMovedIntoMelee,expectedAllowed,expectedFinalDice
t605,FranceVsBritain_FrenchGrenadierMovedIntoForestMeleeBlockedVsBritishLineInClear,1,1,french-grenadier,4,forest,british-line-infantry,4,clear,FALSE,,,,,FALSE,,FALSE,
t606,FranceVsBritain_BritishRiflesRangedIntoForestRange3VsFrenchLineInForest,0,3,british-rifles,3,clear,french-line-infantry,4,forest,FALSE,,,,,FALSE,,TRUE,3
t607,FranceVsBritain_FrenchLineRangedIntoForestRange3OutOfRangeVsBritishLineInForest,0,3,french-line-infantry,4,clear,british-line-infantry,4,forest,FALSE,,,,,FALSE,,FALSE,
t608,FranceVsBritain_FrenchYoungGuardRangedIntoTownAdjacencyBlockedVsBritishLineInTown,0,1,french-young-guard,4,clear,british-line-infantry,4,town,FALSE,,,,,FALSE,,TRUE,3
t609,FranceVsBritain_BritishHorseArtilleryMoved1RangedIntoHillRange2AllowedVsFrenchLineOnHill,1,2,british-horse-artillery,3,clear,french-line-infantry,4,hill,FALSE,,,,,FALSE,,TRUE,2
t610,FranceVsBritain_BritishHorseArtilleryMoved2RangedIntoHillRange2BlockedVsFrenchLineOnHill,2,2,british-horse-artillery,3,clear,french-line-infantry,4,hill,FALSE,,,,,FALSE,,FALSE,0
t611,FranceVsBritain_BritishFootArtilleryMoved1RangedIntoTownRange3BlockedVsFrenchLineInTown,1,3,british-foot-artillery,3,clear,french-line-infantry,4,town,FALSE,,,,,FALSE,,FALSE,0
t612,FranceVsBritain_FrenchFootArtilleryStandingRangedIntoChurchRange4VsBritishLineInChurch,0,4,french-foot-artillery,3,clear,british-line-infantry,4,church,FALSE,,,,,FALSE,,TRUE,0
t620,FranceVsPortugal_FrenchLineMeleeIntoForestVsPortugueseLineInForest,1,1,french-line-infantry,4,clear,portuguese-line-infantry,4,forest,FALSE,,,,,FALSE,,TRUE,4
t621,FranceVsPortugal_FrenchYoungGuardMovedIntoWalledFarmMeleeAllowedVsPortugueseLineInClear,1,1,french-young-guard,4,walled-farm,portuguese-line-infantry,4,clear,FALSE,,,,,FALSE,,FALSE,
t622,FranceVsPortugal_FrenchLineMeleeIntoTownVsPortugueseMilitiaInTown,1,1,french-line-infantry,4,clear,portuguese-militia-infantry,4,town,FALSE,,,,,FALSE,,TRUE,3
t623,FranceVsPortugal_PortugueseLightInfantryRangedIntoHillRange2VsFrenchGrenadierOnHill,0,2,portuguese-light-infantry,4,clear,french-grenadier,4,hill,FALSE,,,,,FALSE,,TRUE,4
t630,FranceVsSpain_SpanishLineMeleeIntoTownMovedPenaltyVsFrenchLineInTown,1,1,spanish-line-infantry,4,clear,french-line-infantry,4,town,FALSE,,,,,FALSE,,TRUE,1
t631,FranceVsSpain_SpanishLineMeleeIntoTownNoMoveBetterVsFrenchLineInTown,0,1,spanish-line-infantry,4,clear,french-line-infantry,4,town,FALSE,,,,,FALSE,,TRUE,2
t632,FranceVsSpain_SpanishMilitiaMeleeIntoMarshVsFrenchLineInMarsh,1,1,spanish-militia,4,clear,french-line-infantry,4,marsh,FALSE,,,,,FALSE,,TRUE,2
t633,FranceVsSpain_FrenchLightInfantryMovedIntoForestMeleeAllowedVsSpanishLineInForest,1,1,french-light-infantry,4,forest,spanish-line-infantry,4,forest,FALSE,,,,,FALSE,,TRUE,3
t634,FranceVsSpain_SpanishLightInfantryRangedIntoForestRange2VsFrenchGrenadierInForest,0,2,spanish-light-infantry,5,clear,french-grenadier,4,forest,FALSE,,,,,FALSE,,TRUE,4
t640,FranceVsAustria_AustrianGrenzerInfantryMeleeIntoForestVsFrenchLineInForest,1,1,austrian-grenzer-infantry,4,clear,french-line-infantry,4,forest,FALSE,,,,,FALSE,,TRUE,3
t641,FranceVsAustria_AustrianMilitiaMeleeIntoMarshVsFrenchLineInMarsh,1,1,austrian-militia,4,clear,french-line-infantry,4,marsh,FALSE,,,,,FALSE,,TRUE,3
t642,FranceVsAustria_FrenchOldGuardMeleeIntoCastleVsAustrianLineInCastle,1,1,french-old-guard,4,clear,austrian-line-infantry,5,castle,FALSE,,,,,FALSE,,TRUE,4
t643,FranceVsAustria_AustrianFootArtilleryStandingRangedIntoTownRange3VsFrenchLineInTown,0,3,austrian-foot-artillery,3,clear,french-line-infantry,4,town,FALSE,,,,,FALSE,,TRUE,1
t650,FranceVsPrussia_PrussianGuardGrenadierMeleeIntoSandQuarryVsFrenchLineInSandQuarry,1,1,prussian-guard-grenadier,4,clear,french-line-infantry,4,sand-quarry,FALSE,,,,,FALSE,,TRUE,4
t651,FranceVsPrussia_PrussianMilitiaMeleeIntoTownVsFrenchMilitiaInTown,1,1,prussian-militia,4,clear,french-militia,4,town,FALSE,,,,,FALSE,,TRUE,2
t652,FranceVsPrussia_PrussianLightInfantryRangedIntoForestRange2VsFrenchGrenadierInForest,0,2,prussian-light-infantry,4,clear,french-grenadier,4,forest,FALSE,,,,,FALSE,,TRUE,4
t653,FranceVsPrussia_PrussianHorseArtilleryMoved2RangedIntoHillRange2BlockedVsFrenchLineOnHill,2,2,prussian-horse-artillery,3,clear,french-line-infantry,4,hill,FALSE,,,,,FALSE,,FALSE,
t660,FranceVsRussia_RussianGuardLightInfantryMeleeIntoForestVsFrenchLineInForest,1,1,russian-guard-light-infantry,4,clear,french-line-infantry,4,forest,FALSE,,,,,FALSE,,TRUE,3
t661,FranceVsRussia_RussianGuardGrenadierMeleeIntoTownVsFrenchMilitiaInTown,1,1,russian-guard-grenadier,4,clear,french-militia,4,town,FALSE,,,,,FALSE,,TRUE,3
t662,FranceVsRussia_RussianLightInfantryRangedIntoForestRange2VsFrenchGrenadierInForest,0,2,russian-light-infantry,3,clear,french-grenadier,4,forest,FALSE,,,,,FALSE,,TRUE,3
t663,FranceVsRussia_RussianGuardFootArtilleryStandingRangedIntoChurchRange4VsFrenchLineInChurch,0,4,russian-guard-foot-artillery,3,clear,french-line-infantry,4,church,FALSE,,,,,FALSE,,TRUE,0
t670,FranceCombined_BritishFootArtilleryWithBritishLineSupportRangedIntoTownVsFrenchLineInTown,0,2,british-foot-artillery,3,clear,french-line-infantry,4,town,TRUE,britain,british-line-infantry,4,clear,FALSE,FALSE,TRUE,4
t671,FranceCombined_BritishHorseArtilleryMoved1WithBritishLineSupportRangedIntoHillVsFrenchLineOnHill,1,2,british-horse-artillery,3,clear,french-line-infantry,4,hill,TRUE,britain,british-line-infantry,4,clear,FALSE,TRUE,TRUE,5
t672,FranceCombined_FrenchFootArtilleryWithFrenchLineSupportRangedIntoTownVsBritishLineInTown,0,2,french-foot-artillery,3,clear,british-line-infantry,4,town,TRUE,france,french-line-infantry,4,clear,FALSE,FALSE,TRUE,5
t673,FranceCombined_FrenchHorseArtilleryMoved1WithFrenchYoungGuardSupportRangedIntoHillVsBritishLineOnHill,1,2,french-horse-artillery,3,clear,british-line-infantry,4,hill,TRUE,france,french-young-guard,4,clear,FALSE,TRUE,TRUE,6
t100,FranceVsBritain_FrenchLineMeleeIntoForestVsBritishLineInForest,1,1,french-line-infantry,4,clear,british-line-infantry,4,forest,FALSE,,,,,,,TRUE,4
t101,BritainVsFrance_BritishRiflesRangedIntoHillVsFrenchGrenadierOnHill,0,3,british-rifles,3,clear,french-grenadier,4,hill,FALSE,,,,,,,TRUE,3
t102,SpainVsFrance_SpanishLineMeleeIntoTownVsFrenchLineInTown,1,1,spanish-line-infantry,4,clear,french-line-infantry,4,town,FALSE,,,,,,,TRUE,1
t103,AustriaVsFrance_AustrianGrenzerMeleeIntoForestVsFrenchLightInForest,1,1,austrian-grenzer-infantry,4,fordable,french-light-infantry,4,forest,FALSE,,,,,,,TRUE,2
t104,PortugalVsFrance_PortugueseLightInfantryRangedIntoWalledFarmVsFrenchLineInWalledFarm,0,2,portuguese-light-infantry,4,clear,french-line-infantry,4,walled-farm,FALSE,,,,,,,TRUE,3
t105,RussiaVsPrussia_RussianGuardGrenadierMeleeIntoCastleVsPrussianLineInCastle,1,1,russian-guard-grenadier,4,clear,prussian-line-infantry,4,castle,FALSE,,,,,,,TRUE,3
t106,PrussiaVsAustria_PrussianGuardGrenadierMeleeIntoSandQuarryVsAustrianLine,1,1,prussian-guard-grenadier,4,clear,austrian-line-infantry,5,sand-quarry,FALSE,,,,,,,TRUE,4
t107,FranceVsRussia_FrenchOldGuardMeleeIntoChurchVsRussianGuardGrenadier,1,1,french-old-guard,4,clear,russian-guard-grenadier,4,church,FALSE,,,,,,,TRUE,4
t108,SpainVsBritain_SpanishLightRangedIntoGardenVsBritishLight,1,2,spanish-light-infantry,5,clear,british-light-infantry,4,walled-garden,FALSE,,,,,,,TRUE,1
t111,AustriaVsFrance_AustrianHussarsChargeVsFrenchLight,2,1,austrian-light-cavalry,4,town,french-light-infantry,4,clear,FALSE,,,,,,,FALSE,
t112,BritainVsFrance_BritishHeavyCavalryChargeVsFrenchGrenadier,2,1,british-heavy-cavalry,3,clear,french-grenadier,4,clear,FALSE,,,,,,,TRUE,4
t113,RussiaVsFrance_RussianCossacksChargeVsFrenchLight,2,1,russian-cossack,2,forest,french-light-infantry,4,clear,FALSE,,,,,,,TRUE,0
t114,PrussiaVsRussia_PrussianLightCavalryChargeVsRussianLineOnHill,2,1,prussian-light-cavalry,3,clear,russian-line-infantry,4,hill,FALSE,,,,,,,TRUE,2
t117,AustriaVsPrussia_AustrianHeavyCavalryChargeVsPrussianLine,2,1,austrian-heavy-cavalry,4,clear,prussian-line-infantry,4,clear,FALSE,,,,,,,TRUE,5
t118,RussiaVsAustria_RussianGuardHeavyCavalryChargeVsAustrianGrenzer,2,1,russian-guard-heavy-cavalry,4,clear,austrian-grenzer-infantry,4,forest,FALSE,,,,,,,TRUE,3
t120,FranceVsBritain_FrenchFootArtilleryStandingFireVsBritishLine,0,5,french-foot-artillery,3,clear,british-line-infantry,4,hill,FALSE,,,,,,,TRUE,1
t121,BritainVsFrance_BritishHorseArtilleryMoveFireVsFrenchLine,1,2,british-horse-artillery,1,clear,french-line-infantry,4,hill,FALSE,,,,,,,FALSE,
t122,RussiaVsAustria_RussianGuardFootArtilleryVsAustrianLine,0,1,russian-guard-foot-artillery,3,clear,austrian-line-infantry,5,clear,FALSE,,,,,,,TRUE,5
t123,PrussiaVsBritain_PrussianHorseArtilleryMoveFireVsBritishLine,0,1,prussian-horse-artillery,1,clear,british-line-infantry,4,clear,FALSE,,,,,,,TRUE,2
t124,SpainVsPortugal_SpanishFootArtilleryVsPortugueseLine,0,3,spanish-foot-artillery,3,clear,portuguese-line-infantry,4,church,FALSE,,,,,,,TRUE,1
t125,FrenchHorseArtilleryVsAustrianLine,1,2,french-horse-artillery,3,clear,austrian-line-infantry,5,hill,FALSE,,,,,,,TRUE,2
t126,Russia_GuardFootArtilleryVsFrenchLine,0,1,russian-guard-foot-artillery,1,clear,french-line-infantry,4,town,FALSE,,,,,,,TRUE,3
t128,Austria_FootArtilleryVsPrussianLine,1,2,austrian-foot-artillery,3,clear,prussian-line-infantry,4,forest,FALSE,,,,,,,FALSE,
t129,Portugal_FootArtilleryVsFrenchGrenadier,0,2,portuguese-foot-artillery,3,clear,french-grenadier,4,hill,FALSE,,,,,,,TRUE,3
t132,BritainCombined_BritishFootArtilleryWithBritishLineSupportRangedIntoForestVsSpanishLineInForest,0,4,british-foot-artillery,3,clear,spanish-line-infantry,4,forest,TRUE,britain,british-line-infantry,4,clear,FALSE,FALSE,TRUE,3
t133,SpainCombined_SpanishFootArtilleryWithSpanishMilitiaSupportMeleeVsFrenchLineInTown,0,2,spanish-foot-artillery,3,clear,french-line-infantry,4,town,TRUE,spain,spanish-militia,4,clear,FALSE,TRUE,TRUE,3
t134,PortugalCombined_PortugueseFootArtilleryWithPortugueseLineSupportRangedIntoHillVsBritishLineOnHill,0,3,portuguese-foot-artillery,3,clear,british-line-infantry,4,hill,TRUE,portugal,portuguese-line-infantry,4,clear,FALSE,FALSE,TRUE,5
t135,AustriaCombined_AustrianFootArtilleryWithAustrianGrenzerSupportMeleeVsPrussianLineInForest,1,2,austrian-foot-artillery,3,clear,prussian-line-infantry,4,town,TRUE,austria,austrian-grenzer-infantry,4,clear,FALSE,TRUE,FALSE,
t136,PrussiaCombined_PrussianHorseArtilleryMoved1WithPrussianLightCavalrySupportMeleeVsRussianLightInClear,1,2,prussian-horse-artillery,3,clear,russian-light-infantry,3,clear,TRUE,prussia,prussian-light-cavalry,3,clear,FALSE,TRUE,TRUE,5
t110,FranceVsAustria_FrenchCuirassierChargeVsAustrianLineOnHill,2,1,french-cuirassier-heavy-cavalry,4,clear,austrian-line-infantry,5,hill,FALSE,,,,,,,TRUE,4
t115,FranceVsBritain_FrenchGuardHeavyCavalryChargeVsBritishGuardGrenadier,2,1,french-guard-heavy-cavalry,4,clear,british-guard_grenadier,4,town,FALSE,,,,,,,TRUE,2
t119,BritainVsPortugal_BritishLightCavalryChargeVsPortugueseMilitia,2,1,british-light-cavalry,3,clear,portuguese-militia-infantry,4,clear,FALSE,,,,,,,TRUE,3
t127,Britain_HorseArtilleryVsSpanishLine,0,5,british-rocket-battery,3,clear,spanish-line-infantry,4,clear,FALSE,,,,,,,TRUE,2
